feature,importance,rank
text__account opened,0.00070481247,217
text__denial claim,0.0007033859,218
text__pnc,0.0007024095,219
text__faxed,0.00070200325,220
text__protection,0.00070171035,221
text__fifth,0.00070153817,222
text__checking account,0.00070134335,223
text__prevention,0.0007009187,224
text__rebuttal,0.00069929904,225
text__card stolen,0.00069915166,226
text__birth,0.0006985749,227
text__connect,0.00069850904,228
text__months,0.00069752743,229
text__social,0.00069472025,230
text__short,0.0006933592,231
text__flagging,0.0006924288,232
text__union,0.00069116394,233
text__immediate attention,0.00068795856,234
text__chase atm,0.0006865202,235
text__unlocked,0.0006839266,236
text__lead,0.0006836703,237
text__chase bank,0.0006835933,238
text__loan,0.00068316376,239
text__ceo,0.0006824915,240
text__early warning,0.0006823455,241
text__need verify,0.0006822314,242
text__account abuse,0.0006812361,243
text__bed,0.00067962945,244
text__phone conversation,0.00067715027,245
text__complaint regarding,0.00067706406,246
text__debit card,0.00067650765,247
text__send money,0.00067623466,248
text__technical,0.00067556556,249
text__perfectly,0.000674733,250
text__mailed,0.00067344744,251
text__dangerous,0.00067338196,252
text__handling,0.00067301985,253
text__arvest,0.00067279756,254
text__mobile app,0.0006724718,255
text__thats,0.0006707184,256
text__poa,0.0006707079,257
text__wait days,0.00066837756,258
text__wife,0.00066815445,259
text__team,0.00066812045,260
text__old account,0.0006676522,261
text__attempted,0.00066738797,262
text__practices,0.00066610274,263
text__credit,0.00066533015,264
text__risk,0.00066514406,265
text__reported credit,0.00066482247,266
text__consider,0.00066472485,267
text__permanently,0.0006645759,268
text__online savings,0.00066428154,269
text__depositing,0.0006639598,270
text__didnt know,0.0006638715,271
text__required law,0.0006638632,272
text__credit reports,0.000663844,273
text__refuses,0.00066373165,274
text__wrong person,0.0006607764,275
text__credits,0.00066074025,276
text__repeated,0.0006604551,277
text__report,0.00066042773,278
text__key,0.00065995083,279
text__corporate,0.0006594107,280
text__produce,0.00065871945,281
text__nearest,0.0006585955,282
text__chase holding,0.0006585757,283
text__audit,0.0006583336,284
text__gotten,0.000657584,285
text__law,0.000657385,286
text__improper,0.00065655174,287
text__transactions account,0.0006553211,288
text__couple months,0.0006544938,289
text__personal information,0.00065337634,290
text__users,0.00065263244,291
text__years,0.000652255,292
text__bureaus,0.0006518237,293
text__fargo charged,0.00065141136,294
text__lie,0.000650441,295
text__provided documentation,0.0006497577,296
text__florida,0.00064894283,297
text__owner,0.0006481732,298
text__enforcement,0.00064794,299
text__seek,0.00064678094,300
text__unexpected,0.0006464634,301
text__passport,0.0006455713,302
text__included,0.00064509973,303
text__stop payment,0.0006435262,304
text__closing account,0.0006430278,305
text__account approval,0.00064188946,306
text__stay,0.00064129796,307
text__personal loan,0.00064118166,308
text__atm withdrawals,0.0006403566,309
text__keybank,0.0006400712,310
text__banking accounts,0.00064003264,311
text__commerce,0.0006390463,312
text__closure,0.0006389546,313
text__account accounts,0.0006385706,314
text__optum bank,0.00063818035,315
text__stop,0.00063771545,316
text__reinstate,0.00063668576,317
text__email address,0.0006366168,318
text__contact wells,0.00063622993,319
text__account fifth,0.00063587044,320
text__dispute filed,0.0006348129,321
text__released,0.0006347784,322
text__regulation,0.0006346927,323
text__tho,0.0006340138,324
text__try use,0.0006339139,325
text__did authorize,0.00063369906,326
text__lawyer,0.0006333244,327
text__maintenance,0.0006326871,328
text__suncoast,0.0006322778,329
text__despite,0.00063219736,330
text__happen,0.0006319485,331
text__year stating,0.0006318669,332
text__debits,0.0006313983,333
text__going charge,0.00063114375,334
text__links,0.0006304888,335
text__additional documentation,0.00063011696,336
text__hackers,0.00062980095,337
text__provisional credits,0.00062839995,338
text__item,0.0006278851,339
text__financial,0.00062788086,340
text__overdraft account,0.00062747824,341
text__account closed,0.00062719296,342
text__match,0.0006264452,343
text__voice,0.00062591693,344
text__fraudulent transactions,0.0006254151,345
text__dave,0.00062362844,346
text__money want,0.0006229713,347
text__operations,0.00062269846,348
text__documents,0.0006223064,349
text__chase denied,0.0006217952,350
text__ein,0.00062129385,351
text__property,0.00062119117,352
text__clients,0.0006208091,353
text__exactly,0.00062031427,354
text__dispute wells,0.0006202957,355
text__business practices,0.00062013976,356
text__able open,0.0006200594,357
text__identity theft,0.00061878894,358
text__treatment,0.00061845465,359
text__money chime,0.0006181792,360
text__receive funds,0.00061803823,361
text__asked send,0.0006180346,362
text__chase closed,0.00061781536,363
text__funds available,0.00061757484,364
text__told chase,0.0006173469,365
text__funds chase,0.0006168468,366
text__year account,0.0006167136,367
text__previously,0.0006160723,368
text__fraudster,0.0006159059,369
text__owed money,0.00061443227,370
text__called informed,0.000613468,371
text__unfrozen,0.00061311445,372
text__unable open,0.00061257335,373
text__fraud case,0.0006125208,374
text__drained,0.00061244407,375
text__mother,0.0006121053,376
text__account want,0.0006112112,377
text__recovering,0.0006092635,378
text__funds currently,0.00060924207,379
text__information account,0.0006089633,380
text__accident,0.00060849317,381
text__firm,0.0006080711,382
text__harassed,0.0006079808,383
text__court,0.00060759496,384
text__transfer,0.00060648425,385
text__instructions,0.00060610863,386
text__bank texas,0.0006060383,387
text__store,0.00060602836,388
text__available,0.00060601655,389
text__apply,0.000605957,390
text__problems,0.0006056928,391
text__funds disbursed,0.0006052906,392
text__refuses release,0.00060503854,393
text__account reviewed,0.00060448755,394
text__company asked,0.00060423726,395
text__advance,0.00060348556,396
text__provided asked,0.00060271774,397
text__usa,0.00060250063,398
text__repairs,0.00060191785,399
text__questions,0.0006017646,400
text__change address,0.0006004617,401
text__office,0.00060033775,402
text__consumer report,0.00060030643,403
text__banking wells,0.0006001272,404
text__safety,0.00059890334,405
text__security reasons,0.00059859554,406
text__requests,0.00059772376,407
text__network,0.000597708,408
text__coinbase,0.0005970792,409
text__letters,0.0005968278,410
text__check available,0.0005963313,411
text__theft,0.0005956955,412
text__attempted reach,0.00059560017,413
text__wisely,0.00059558987,414
text__erroneous,0.00059556466,415
text__branch refused,0.0005955515,416
text__warning,0.00059482397,417
text__accounts opened,0.0005947735,418
text__validate,0.0005943203,419
text__driving,0.00059388374,420
text__unfairly,0.0005934716,421
text__regards,0.0005933779,422
text__second representative,0.0005928629,423
text__comments,0.00059274834,424
text__requesting chase,0.00059265964,425
text__chimes,0.00059238315,426
text__check cashing,0.0005919601,427
text__assured,0.0005911124,428
text__informing,0.0005907384,429
text__civil,0.00059021026,430
text__story,0.00059005094,431
text__trade,0.0005890028,432
text__opening bank,0.0005885298,433
text__hour,0.0005880614,434
text__fraudulent withdrawals,0.00058803026,435
text__regarding dispute,0.0005872631,436
text__wells fargo,0.0005870097,437
text__forth,0.0005869533,438
text__decrease,0.0005866153,439
text__ok,0.00058611186,440
text__closing bank,0.00058599585,441
text__professional,0.00058592984,442
text__man,0.0005849484,443
text__certificate,0.0005847595,444
text__odd,0.0005845075,445
text__proof address,0.0005840409,446
text__mail,0.00058383,447
text__stay away,0.00058356737,448
text__account suspicious,0.0005822196,449
text__freeze,0.00058146945,450
text__nfcu,0.0005812071,451
text__money dispute,0.00058051135,452
text__funds held,0.0005804311,453
text__company called,0.00057979586,454
text__ex husband,0.0005797309,455
text__card,0.00057865574,456
text__return funds,0.0005784285,457
text__error,0.00057833164,458
text__received email,0.00057811674,459
text__recover,0.000578045,460
text__account blocked,0.0005780052,461
text__check customer,0.00057652354,462
text__gambling,0.00057613885,463
text__owe,0.0005756927,464
text__return,0.00057523383,465
text__blocked,0.00057519384,466
text__transferred fraud,0.00057507056,467
text__account wells,0.0005750275,468
text__funds cleared,0.0005748667,469
text__emails,0.000574815,470
text__occurred,0.0005742743,471
text__usaa closed,0.00057379896,472
text__joint account,0.00057377096,473
text__book,0.00057316734,474
text__sending,0.0005731413,475
text__wellsfargo,0.00057269627,476
text__trying funds,0.0005726671,477
text__steal money,0.0005721928,478
text__coupon code,0.0005717762,479
text__collections,0.00057168945,480
text__account hacked,0.0005715234,481
text__offer available,0.0005711759,482
text__deposit check,0.0005711318,483
text__claims received,0.0005709662,484
text__games,0.00057071703,485
text__discover,0.0005707097,486
text__bmo harris,0.0005706744,487
text__spend,0.00057064055,488
text__department told,0.00057063904,489
text__opting,0.00057050365,490
text__capacity,0.0005704489,491
text__provide information,0.00057027297,492
text__finance,0.0005701521,493
text__pay bills,0.0005700228,494
text__did make,0.00056984526,495
text__venmo,0.0005697489,496
text__replies,0.0005693104,497
text__bring balance,0.0005691192,498
text__electronic fund,0.0005687904,499
text__written,0.00056876923,500
text__factors,0.00056875567,501
text__video,0.00056864234,502
text__sale,0.0005671799,503
text__dob,0.000566876,504
text__rewards,0.00056686316,505
text__provisional,0.0005667091,506
text__house,0.0005665971,507
text__kids,0.0005664027,508
text__disposition,0.00056590093,509
text__finding,0.0005657857,510
text__ftc,0.00056560023,511
text__unclaimed property,0.00056518504,512
text__remaining balance,0.0005647173,513
text__fax,0.00056420354,514
text__chime bank,0.00056392344,515
text__obligations,0.0005638636,516
text__answer questions,0.0005638459,517
text__bonus opening,0.00056312367,518
text__customers,0.000562604,519
text__upfront,0.00056221057,520
text__complaint chime,0.00056209904,521
text__standing,0.00056209904,522
text__declined payment,0.0005620063,523
text__came home,0.00056183967,524
text__email chime,0.00056060037,525
text__records,0.0005593007,526
text__prepaid,0.0005592585,527
text__abuse,0.0005592013,528
text__pay fees,0.00055886875,529
text__opened claim,0.0005578987,530
text__honestly,0.00055744965,531
text__morgan,0.00055716775,532
text__truist bank,0.00055700407,533
text__claims,0.0005558993,534
text__pandemic,0.0005554704,535
text__retaliated,0.0005553209,536
text__requested assistance,0.0005550106,537
text__overdraft,0.00055483397,538
text__request time,0.00055469084,539
text__record,0.0005544303,540
text__called bank,0.0005542237,541
text__dispute charge,0.0005537442,542
text__associated,0.0005532532,543
text__ally,0.00055291643,544
text__suspicious,0.0005528995,545
text__restore,0.0005528652,546
text__cfpb,0.00055268855,547
text__just want,0.00055219786,548
text__check tried,0.0005521611,549
text__understanding,0.0005520314,550
text__affirm,0.00055173005,551
text__shown,0.0005504062,552
text__friend,0.00055036624,553
text__services,0.0005494525,554
text__dismissive,0.0005494236,555
text__reopen,0.00054900174,556
text__satisfied,0.00054847804,557
text__account question,0.00054803054,558
text__withdrawal,0.00054785993,559
text__respectfully request,0.00054770557,560
text__like know,0.0005473283,561
text__locking account,0.00054708734,562
text__refused,0.0005470322,563
text__responses,0.00054700335,564
text__eventually closed,0.00054650614,565
text__time received,0.0005463344,566
text__resolved,0.00054614467,567
text__account restrictions,0.00054545794,568
text__money,0.0005454282,569
text__completed,0.0005446965,570
text__logged,0.000544626,571
text__money came,0.0005444625,572
text__new card,0.0005440068,573
text__escalate,0.0005436804,574
text__talk,0.0005433003,575
text__looking,0.00054309535,576
text__bbt,0.0005429711,577
text__direct express,0.00054286513,578
text__upload,0.00054274633,579
text__stated business,0.0005427008,580
text__attention,0.00054205063,581
text__took deposit,0.0005418861,582
cat__primary_topic_13,0.0005415279,583
text__passed,0.0005414344,584
text__treated unfairly,0.0005413829,585
text__occurring,0.0005411925,586
text__merrill,0.00054108695,587
text__bmo,0.0005409114,588
text__withdrawals,0.00054084416,589
text__reported fraud,0.0005407341,590
text__missing account,0.0005406685,591
text__cleared check,0.00054062734,592
text__complaint wells,0.00054060837,593
text__went wells,0.0005398624,594
text__recover money,0.0005394836,595
text__wasnt,0.00053922454,596
text__lots,0.00053888204,597
text__recently,0.00053832977,598
text__branch chase,0.0005382345,599
text__closed account,0.0005381461,600
text__provided told,0.0005378534,601
text__thank prompt,0.00053775334,602
text__mistake,0.000537142,603
text__asked supervisor,0.0005371058,604
text__wasn,0.0005369033,605
text__valid,0.00053637533,606
text__day informed,0.0005357211,607
text__text,0.0005355035,608
text__info,0.0005354243,609
text__open new,0.0005352995,610
text__new,0.00053514267,611
text__change,0.00053510116,612
text__legal order,0.0005350264,613
text__paypal debit,0.00053499267,614
text__int,0.0005346327,615
text__scammed,0.00053451734,616
text__money locked,0.00053450523,617
text__external,0.0005343378,618
text__despite efforts,0.0005341406,619
text__requesting account,0.00053338544,620
text__money issue,0.00053330016,621
text__called citibank,0.0005330854,622
text__giving run,0.00053279137,623
text__notifications,0.00053262996,624
text__thief,0.0005323709,625
text__wells,0.0005321038,626
text__pay loan,0.000532017,627
text__filed,0.0005318641,628
text__small,0.00053145,629
text__lot,0.0005310122,630
text__resolve,0.0005305993,631
text__writing formally,0.00053009053,632
text__compelled,0.0005300057,633
text__rent late,0.0005295534,634
text__include,0.00052917335,635
text__balance transfer,0.0005289606,636
text__currently,0.00052869454,637
text__escalated matter,0.00052793423,638
text__contacted support,0.00052784197,639
text__huge,0.0005277464,640
text__reward,0.0005274245,641
text__matter reviewed,0.00052735314,642
text__america help,0.00052730314,643
text__fraudulent account,0.00052721094,644
text__information,0.000526588,645
text__account teller,0.0005263987,646
text__merchants,0.0005262581,647
text__straw,0.0005258493,648
text__altered,0.00052554446,649
text__requiring,0.0005254012,650
text__money bank,0.00052517647,651
text__new personal,0.0005249365,652
text__committing fraud,0.0005244642,653
text__unusual activity,0.00052432745,654
text__bank right,0.00052432716,655
text__adequate,0.00052414945,656
text__called marcus,0.0005241177,657
text__officer,0.0005239545,658
text__rude,0.000523706,659
text__fraudulent,0.0005235025,660
text__fargo opened,0.00052340684,661
text__act,0.00052331237,662
text__took care,0.0005231358,663
text__union regarding,0.0005230244,664
text__flagstar,0.00052296545,665
text__bank twice,0.00052267703,666
text__waive,0.0005221056,667
text__withdrawal fee,0.00052207825,668
text__live,0.00052187685,669
text__email,0.0005210797,670
text__updated,0.00052080135,671
text__denying,0.0005205629,672
text__necessary documents,0.0005205038,673
text__making deposits,0.0005204275,674
text__usbank,0.00052010803,675
text__used make,0.0005191398,676
text__settlement check,0.000518574,677
text__card wells,0.0005185304,678
text__bearing,0.00051848684,679
text__payment account,0.000518312,680
text__attn,0.0005173389,681
text__said closing,0.0005172772,682
text__option,0.00051626744,683
text__debts,0.00051623984,684
text__account transferring,0.00051593425,685
text__investigation required,0.00051515584,686
text__confirmed account,0.0005151357,687
text__struggling,0.000514972,688
text__federal credit,0.000514389,689
text__stole,0.0005139962,690
text__chexsystems,0.0005139185,691
text__explained time,0.00051386876,692
text__transfer account,0.000513362,693
text__opening,0.00051291543,694
text__sensitive,0.00051284087,695
text__funds sent,0.00051267823,696
text__rug,0.0005124984,697
text__account email,0.000512492,698
text__listen,0.0005123141,699
text__atm card,0.0005118995,700
text__negligence,0.0005116132,701
text__phone hacked,0.0005114973,702
text__continuing,0.0005112688,703
text__consent,0.0005112453,704
text__holds,0.0005111066,705
text__right away,0.0005110874,706
text__dispute bank,0.0005107047,707
text__opened,0.00051051617,708
text__told account,0.00051045086,709
text__haven able,0.00051031273,710
text__longer,0.0005101468,711
text__closed,0.0005099075,712
text__showed,0.00050976407,713
text__representatives,0.000509544,714
text__thank,0.00050951773,715
text__unauthorized charges,0.00050893833,716
text__attempts,0.0005087841,717
text__hard earned,0.00050876563,718
text__refusal,0.0005083133,719
text__bank sending,0.00050774316,720
text__bank honor,0.00050753,721
text__biased,0.0005072913,722
text__freezing,0.0005072908,723
text__money right,0.00050709926,724
text__attention matter,0.00050682935,725
text__closed chase,0.00050681055,726
text__occasions,0.0005066725,727
text__compass,0.0005066564,728
text__withdrawn,0.0005064922,729
text__returning funds,0.0005063354,730
text__systems,0.0005063346,731
text__money fraud,0.00050629524,732
text__submitted complaint,0.00050628436,733
text__occ,0.00050576235,734
text__provide,0.00050553354,735
text__today got,0.00050496653,736
text__ones,0.0005039728,737
text__wanted,0.000503468,738
text__account frozen,0.00050336675,739
text__money frozen,0.00050332426,740
text__number said,0.00050320337,741
text__going months,0.000503087,742
text__wanted check,0.0005028073,743
text__outstanding,0.0005025297,744
text__account like,0.0005024661,745
text__believe,0.00050225167,746
text__contract,0.0005021165,747
text__fund,0.0005020209,748
text__uncomfortable,0.0005017291,749
text__isnt,0.0005017135,750
text__resolve issue,0.00050156226,751
text__couple,0.0005013983,752
cat__primary_topic_3,0.0005007756,753
text__customer care,0.000500762,754
text__preventing,0.00050054176,755
text__happened times,0.0005003409,756
text__claimed sent,0.0004999835,757
text__selected,0.0004991613,758
text__different,0.0004990884,759
text__later check,0.00049869344,760
text__automated response,0.00049837254,761
text__goes,0.00049816223,762
text__funds don,0.00049809134,763
text__beginning,0.0004980782,764
text__sitting,0.00049796456,765
text__temporary,0.00049795693,766
text__etrade,0.0004979284,767
text__protects consumers,0.0004978405,768
text__shows,0.0004977875,769
text__data,0.0004976028,770
text__believe funds,0.00049747096,771
text__explain account,0.00049744203,772
text__reached chase,0.0004965137,773
text__owed,0.0004964937,774
text__tried open,0.0004960839,775
text__thursday,0.0004960297,776
text__day,0.00049564533,777
text__citibank savings,0.0004952056,778
text__protection bureau,0.00049517356,779
text__experience,0.0004949916,780
text__account processed,0.00049489626,781
text__account saying,0.0004942488,782
text__reversal,0.0004940138,783
text__account verification,0.00049369497,784
text__use,0.0004936561,785
text__affidavit,0.0004934654,786
text__operating,0.00049337914,787
text__sorry,0.00049287773,788
text__years closed,0.0004928669,789
text__orders,0.00049265707,790
text__relay,0.00049256755,791
text__calls,0.00049216754,792
text__holding funds,0.00049205666,793
text__deposit went,0.00049202173,794
text__capitol,0.0004919637,795
text__seriously,0.0004919392,796
text__proof,0.0004918598,797
text__payments,0.0004916972,798
text__need money,0.00049154484,799
text__caused,0.0004914699,800
text__insufficient,0.00049133383,801
text__agent phone,0.0004912322,802
text__merchant,0.00049116556,803
text__activity called,0.00049096503,804
text__submitting complaint,0.0004909176,805
text__proven,0.00049086096,806
text__writing,0.0004906442,807
text__account permission,0.0004905421,808
text__elder,0.000490473,809
text__incurred,0.0004902055,810
text__card numbers,0.0004901732,811
text__damages,0.00048930873,812
text__obtain,0.00048930757,813
text__accounts instead,0.0004887656,814
text__secondly,0.00048849685,815
text__bank bank,0.0004879223,816
text__drawn bank,0.0004877575,817
text__lost wallet,0.00048769705,818
text__got error,0.00048750007,819
text__taken,0.00048724312,820
text__vendor,0.0004871922,821
text__items,0.00048676238,822
text__issues,0.00048650656,823
text__frustrated,0.00048588458,824
text__officials,0.0004852046,825
text__work bank,0.00048515818,826
text__twice,0.00048474054,827
text__account external,0.0004844633,828
text__check bank,0.00048426978,829
text__monthly,0.00048422345,830
text__wrongful,0.0004841164,831
text__investigation did,0.00048400505,832
text__wanted make,0.00048399006,833
text__question,0.00048278572,834
text__card working,0.00048268118,835
text__worked,0.00048255778,836
text__nation,0.0004824747,837
text__specifically,0.00048247204,838
text__come,0.00048243822,839
text__thanks,0.00048201103,840
text__reason closure,0.00048176685,841
text__callback,0.000481668,842
text__needed,0.00048129042,843
text__extremely,0.00048114362,844
text__contacted,0.00048071874,845
text__initial claim,0.00048068332,846
text__thing,0.000480416,847
text__checked account,0.000479996,848
text__juno,0.0004798491,849
text__relationship,0.00047958398,850
text__numerous,0.00047926977,851
text__timely,0.00047906386,852
text__holds account,0.00047903377,853
text__jp,0.00047899105,854
text__sure,0.00047879125,855
text__demands,0.00047867867,856
text__generic,0.00047810798,857
text__returned unpaid,0.00047787512,858
text__received communication,0.00047551628,859
text__check stolen,0.0004753526,860
text__continues,0.00047524375,861
text__bank told,0.00047483252,862
text__cryptocurrency,0.0004746137,863
text__staying,0.0004742905,864
text__add money,0.0004742006,865
text__helping,0.0004741501,866
text__account said,0.0004738996,867
text__longer want,0.00047381976,868
text__accounts,0.00047329522,869
text__located,0.00047314947,870
text__froze funds,0.00047272551,871
text__address,0.00047249175,872
text__open savings,0.00047248846,873
text__response wells,0.00047243337,874
text__concerns,0.00047239015,875
text__id theft,0.0004723677,876
text__fees account,0.00047144134,877
text__grant,0.00047142422,878
text__pin,0.00047123004,879
text__deposited time,0.00047091322,880
text__close account,0.00047084928,881
text__unblock,0.00047050035,882
text__denied claim,0.0004704751,883
text__leaving,0.00047040315,884
text__supervisors,0.00046992855,885
text__deposit cd,0.00046989668,886
text__really,0.00046961056,887
text__bank multiple,0.00046934374,888
text__transaction bank,0.00046933477,889
text__unauthorized transaction,0.000469229,890
text__losses,0.00046916257,891
text__number,0.00046916198,892
text__information deposit,0.0004688268,893
text__account withdraw,0.00046874292,894
text__money stolen,0.00046858104,895
text__writing file,0.00046849862,896
text__couldn,0.00046831596,897
text__implies,0.00046793817,898
text__bonus miles,0.00046733438,899
text__balance account,0.0004665853,900
text__did police,0.00046648938,901
text__account talking,0.00046646936,902
text__waited days,0.0004663865,903
text__waiting,0.0004659188,904
text__trying buy,0.0004657041,905
text__sent contacted,0.00046551164,906
text__following instructions,0.00046539068,907
text__suspect fraud,0.00046516978,908
text__social security,0.00046498937,909
text__updating,0.00046483654,910
text__oh,0.000464683,911
text__set,0.00046436893,912
text__money clear,0.00046370464,913
text__unpaid,0.00046370184,914
text__capitalone,0.0004633193,915
text__sent response,0.00046292075,916
text__closes,0.00046289686,917
text__heard,0.00046269648,918
text__account statements,0.00046267512,919
text__bank current,0.00046261473,920
text__eligible,0.0004623,921
text__verify check,0.00046210413,922
text__funds deposited,0.00046197913,923
text__account funds,0.00046168792,924
text__savings,0.00046166778,925
text__ref,0.00046159615,926
text__novo,0.00046148358,927
text__pnc closed,0.00046114207,928
text__verification process,0.00046101154,929
text__collect,0.00046088963,930
text__disputed,0.00046053276,931
text__mobile number,0.00046034277,932
text__american,0.0004596764,933
text__position,0.00045931933,934
text__government issued,0.00045915836,935
text__protocol,0.0004587365,936
text__wise,0.00045867692,937
text__unauthorized transfers,0.00045812927,938
